Customer Name,Order Priority,Product Category,Product Sub-Category,Region,Ship Mode,COGS
Dorothy Badders,Not Specified,Office Supplies,Storage & Organization,Central,Regular Air,35
Dorothy Badders,Not Specified,Furniture,Tables,Central,Regular Air,69
Trudy Brown,High,Office Supplies,Appliances,South,Regular Air,24.49
Trudy Brown,High,Office Supplies,Binders and Binder Accessories,South,Regular Air,6.19
Michael Granlund,Low,Technology,Telephones and Communication,Central,Regular Air,2.5
Cindy Stewart,High,Furniture,Tables,West,Delivery Truck,69.64
Charles Crestani,Low,Furniture,Tables,West,Delivery Truck,110.2
Charles Crestani,Low,Technology,Telephones and Communication,West,Regular Air,5
Carlos Meador,Medium,Office Supplies,Pens & Art Supplies,East,Regular Air,2.89
Carlos Meador,Medium,Furniture,Office Furnishings,East,Regular Air,10.16
Alejandro Grove,Medium,Office Supplies,Labels,East,Regular Air,0.5
Alejandro Grove,Medium,Furniture,Tables,East,Delivery Truck,45.7
Roy Skaria,High,Technology,Copiers and Fax,Central,Regular Air,24.49
Justin MacKendrick,Critical,Technology,Computer Peripherals,East,Regular Air,1.99
Peter Fuller,Not Specified,Office Supplies,Binders and Binder Accessories,South,Regular Air,2.99
Peter Fuller,Not Specified,Technology,Office Machines,South,Delivery Truck,16.63
Peter Fuller,Not Specified,Furniture,Bookcases,South,Delivery Truck,36.61
Peter Fuller,Not Specified,Furniture,Chairs & Chairmats,South,Delivery Truck,14.36
Natalie Webber,Not Specified,Office Supplies,Pens & Art Supplies,South,Regular Air,5.2
Annie Thurman,Not Specified,Office Supplies,Binders and Binder Accessories,Central,Regular Air,5.6
Annie Thurman,Not Specified,Furniture,Office Furnishings,Central,Regular Air,4.95
Darren Budd,Medium,Furniture,Chairs & Chairmats,Central,Regular Air,10.55
Philip Brown,Medium,Office Supplies,Pens & Art Supplies,Central,Regular Air,5.81
Sanjit Jacobs,Not Specified,Technology,Computer Peripherals,West,Regular Air,2.96
Carlos Soltero,Low,Office Supplies,Binders and Binder Accessories,Central,Regular Air,5.34
Carlos Soltero,Low,Furniture,Office Furnishings,Central,Regular Air,18.98
Jeremy Ellison,Low,Technology,Computer Peripherals,Central,Regular Air,19.99
Jack Garza,Critical,Office Supplies,Rubber Bands,South,Express Air,0.78
Jack Garza,Critical,Technology,Telephones and Communication,South,Regular Air,8.08
Darren Budd,Not Specified,Furniture,Bookcases,Central,Regular Air,9.68
Darren Budd,Not Specified,Furniture,Chairs & Chairmats,Central,Regular Air,1.35
John Lucas,Not Specified,Technology,Telephones and Communication,East,Regular Air,8.8
Mike Pelletier,Not Specified,Office Supplies,Labels,Central,Express Air,0.5
Mike Pelletier,Not Specified,Office Supplies,Pens & Art Supplies,Central,Regular Air,0.96
Greg Tran,Critical,Office Supplies,Binders and Binder Accessories,East,Regular Air,12.98
Greg Tran,Critical,Furniture,Bookcases,East,Delivery Truck,78.64
Alyssa Tate,Not Specified,Office Supplies,Binders and Binder Accessories,East,Regular Air,7.17
Adam Hart,Not Specified,Office Supplies,Labels,West,Regular Air,0.99
Adam Hart,Not Specified,Technology,Telephones and Communication,West,Regular Air,3.9
Maxwell Schwartz,Critical,Office Supplies,Rubber Bands,South,Regular Air,2
Maxwell Schwartz,Critical,Office Supplies,Storage & Organization,South,Regular Air,6.88
Adam Shillingsburg,Medium,Office Supplies,Binders and Binder Accessories,West,Regular Air,5.24
Dana Kaydos,Critical,Furniture,Office Furnishings,Central,Regular Air,2.85
Dana Kaydos,Critical,Office Supplies,Paper,Central,Regular Air,10.75
Trudy Bell,Medium,Office Supplies,Paper,West,Regular Air,8.19
Adrian Shami,Critical,Furniture,Chairs & Chairmats,West,Delivery Truck,58.2
Cari MacIntyre,Not Specified,Technology,Telephones and Communication,Central,Regular Air,4.2
Thais Sissman,Low,Furniture,Office Furnishings,South,Regular Air,2.85
Bruce Degenhardt,Not Specified,Furniture,Tables,West,Delivery Truck,52.2
Kimberly Carter,High,Furniture,Office Furnishings,Central,Regular Air,19.99
Dennis Kane,Low,Office Supplies,Binders and Binder Accessories,East,Regular Air,19.99
Dennis Kane,Low,Technology,Telephones and Communication,East,Regular Air,4.99
Michelle Tran,Critical,Office Supplies,Pens & Art Supplies,East,Regular Air,0.96
Michelle Tran,Critical,Technology,Telephones and Communication,East,Regular Air,0.99
Corey Catlett,Not Specified,Furniture,Chairs & Chairmats,West,Delivery Truck,30
Ken Lonsdale,High,Office Supplies,Paper,West,Regular Air,5.86
Roland Murray,Low,Office Supplies,Pens & Art Supplies,West,Regular Air,1.01
Doug Bickford,High,Office Supplies,Storage & Organization,Central,Regular Air,6.13
Doug Bickford,High,Furniture,Tables,Central,Delivery Truck,60
Joni Blumstein,Low,Office Supplies,Rubber Bands,Central,Regular Air,2
Hallie Redmond,Not Specified,Furniture,Chairs & Chairmats,East,Delivery Truck,30
Paul MacIntyre,Not Specified,Office Supplies,Binders and Binder Accessories,Central,Regular Air,15.01
Dennis Bolton,Low,Office Supplies,Binders and Binder Accessories,Central,Regular Air,5.44
Patrick O'Donnell,Medium,Technology,Computer Peripherals,Central,Regular Air,6.5
Patrick O'Donnell,Medium,Office Supplies,Paper,Central,Regular Air,4.7
Bobby Odegard,Not Specified,Office Supplies,Envelopes,West,Regular Air,4.8
Susan Vittorini,High,Technology,Office Machines,Central,Delivery Truck,26.3
Justin Deggeller,Critical,Office Supplies,Pens & Art Supplies,South,Regular Air,8.99
Alan Hwang,High,Office Supplies,Paper,Central,Regular Air,4.86
Alan Hwang,High,Office Supplies,Storage & Organization,Central,Regular Air,11.52
Dave Brooks,Not Specified,Office Supplies,Paper,East,Regular Air,5.83
Dave Brooks,Not Specified,Furniture,Tables,East,Delivery Truck,69.64
Chuck Magee,High,Office Supplies,Storage & Organization,South,Regular Air,8.64
Allen Armold,Critical,Technology,Computer Peripherals,West,Regular Air,1.99
Allen Armold,Critical,Office Supplies,Storage & Organization,West,Regular Air,6.22
Barry Weirich,Not Specified,Furniture,Chairs & Chairmats,West,Delivery Truck,58.95
Anne Pryor,Not Specified,Furniture,Office Furnishings,East,Regular Air,8.99
Greg Guthrie,Critical,Office Supplies,Appliances,Central,Express Air,5.33
Greg Guthrie,Critical,Furniture,Office Furnishings,Central,Regular Air,3.63
Dorris Love,Not Specified,Technology,Computer Peripherals,East,Regular Air,7.18
Nathan Mautz,Critical,Office Supplies,Envelopes,Central,Regular Air,2.5
Jim Kriz,High,Office Supplies,Appliances,East,Regular Air,4.98
Jim Kriz,High,Office Supplies,Binders and Binder Accessories,East,Express Air,5.01
Scot Coram,High,Technology,Office Machines,Central,Delivery Truck,56.14
Scot Coram,High,Office Supplies,"Scissors, Rulers and Trimmers",Central,Express Air,4.68
Roy Phan,Critical,Technology,Computer Peripherals,West,Regular Air,4
Bill Eplett,High,Office Supplies,Appliances,East,Regular Air,6.32
Tony Sayre,Low,Technology,Office Machines,South,Delivery Truck,14
Pauline Webber,Critical,Furniture,Tables,West,Delivery Truck,29.1
Pauline Webber,Critical,Furniture,Tables,West,Regular Air,69
Katherine Ducich,High,Technology,Computer Peripherals,West,Regular Air,1.99
Katherine Ducich,High,Office Supplies,Envelopes,West,Regular Air,1.39
Thea Hudgings,Low,Office Supplies,Pens & Art Supplies,South,Regular Air,0.7
Cathy Prescott,Medium,Office Supplies,Rubber Bands,East,Regular Air,1.38
Liz Pelletier,Low,Office Supplies,Appliances,South,Regular Air,49
Liz Pelletier,Low,Office Supplies,Binders and Binder Accessories,South,Regular Air,5.41
Steven Ward,Medium,Office Supplies,Binders and Binder Accessories,South,Express Air,19.99
Julia Dunbar,Not Specified,Technology,Telephones and Communication,South,Regular Air,8.08
Magdelene Morse,Low,Furniture,Chairs & Chairmats,Central,Delivery Truck,59.81
Magdelene Morse,Low,Technology,Computer Peripherals,Central,Regular Air,4
Magdelene Morse,Low,Office Supplies,Paper,Central,Regular Air,4.86
Alan Hwang,Low,Office Supplies,Pens & Art Supplies,Central,Regular Air,2.27
Alan Hwang,Low,Office Supplies,Appliances,Central,Regular Air,3.5
Jack O'Briant,Low,Technology,Telephones and Communication,South,Regular Air,5.26
Ruben Dartt,Medium,Technology,Telephones and Communication,West,Regular Air,8.99
Ruben Dartt,Medium,Office Supplies,Binders and Binder Accessories,West,Regular Air,5.74
Christopher Martinez,Medium,Technology,Computer Peripherals,West,Regular Air,2.39
Christopher Martinez,Medium,Office Supplies,Pens & Art Supplies,West,Regular Air,1.12
Amy Hunt,High,Office Supplies,Paper,South,Regular Air,5.86
Jonathan Doherty,High,Office Supplies,Storage & Organization,South,Delivery Truck,53.03
Harry Greene,Low,Office Supplies,Binders and Binder Accessories,West,Express Air,1.49
Aimee Bixby,Not Specified,Technology,Computer Peripherals,South,Regular Air,4
Aimee Bixby,Not Specified,Furniture,Office Furnishings,South,Regular Air,8.99
Aimee Bixby,Not Specified,Office Supplies,Rubber Bands,Central,Regular Air,3.37
Alex Avila,Not Specified,Office Supplies,Binders and Binder Accessories,Central,Express Air,6.16
Ashley Jarboe,High,Technology,Office Machines,West,Regular Air,13.99
Todd Boyes,Not Specified,Office Supplies,Rubber Bands,Central,Regular Air,2.58
Vivek Grady,High,Technology,Computer Peripherals,East,Express Air,5.5
Andrew Gjertsen,Medium,Office Supplies,Pens & Art Supplies,Central,Regular Air,2.87
Todd Sumrall,Medium,Office Supplies,Storage & Organization,East,Regular Air,12.9
Julie Kriz,Critical,Office Supplies,Storage & Organization,East,Regular Air,19.99
Catherine Glotzbach,High,Office Supplies,Pens & Art Supplies,West,Regular Air,3.97
Catherine Glotzbach,High,Technology,Telephones and Communication,West,Regular Air,2.5
Jack O'Briant,High,Furniture,Tables,South,Delivery Truck,51.94
Ken Heidel,Low,Technology,Computer Peripherals,Central,Regular Air,5.53
Ann Steele,Not Specified,Office Supplies,Appliances,West,Regular Air,49
Lena Creighton,High,Office Supplies,Paper,Central,Express Air,2.04
Lena Creighton,High,Furniture,Tables,Central,Delivery Truck,66.67
Lena Creighton,High,Office Supplies,Binders and Binder Accessories,East,Regular Air,19.99
Lena Creighton,High,Office Supplies,Labels,East,Regular Air,0.5
Lena Creighton,High,Furniture,Tables,East,Delivery Truck,76.37
Larry Tron,Medium,Office Supplies,Paper,West,Regular Air,5.86
Helen Wasserman,High,Office Supplies,Paper,West,Regular Air,5.46
Muhammed MacIntyre,High,Technology,Office Machines,Central,Express Air,9.4
Muhammed MacIntyre,High,Office Supplies,Pens & Art Supplies,Central,Regular Air,1.25
Muhammed MacIntyre,High,Office Supplies,Pens & Art Supplies,Central,Regular Air,1.22
Muhammed MacIntyre,High,Office Supplies,Rubber Bands,Central,Regular Air,0.99
Sarah Foster,Low,Office Supplies,Envelopes,East,Regular Air,1.39
Sarah Foster,Low,Office Supplies,Paper,East,Regular Air,8.09
Sarah Foster,Low,Technology,Telephones and Communication,East,Regular Air,3.3
Sarah Foster,Low,Technology,Telephones and Communication,East,Regular Air,1.25
Joni Blumstein,Low,Office Supplies,Paper,Central,Regular Air,6.6
Liz Price,Low,Office Supplies,Binders and Binder Accessories,Central,Express Air,1.49
Sara Luxemburg,Critical,Office Supplies,Labels,East,Regular Air,0.5
Jim Radford,Critical,Furniture,Office Furnishings,Central,Regular Air,24.49
Nat Gilpin,Not Specified,Office Supplies,Binders and Binder Accessories,Central,Regular Air,6.27
Eugene Hildebrand,Not Specified,Furniture,Office Furnishings,Central,Express Air,4
Eugene Hildebrand,Not Specified,Office Supplies,Paper,Central,Regular Air,2.15
Eugene Hildebrand,Not Specified,Office Supplies,Paper,Central,Regular Air,5.67
Ritsa Hightower,Not Specified,Furniture,Office Furnishings,Central,Regular Air,14.39
Ritsa Hightower,Not Specified,Technology,Telephones and Communication,Central,Regular Air,5
Justin Hirsh,Critical,Office Supplies,Paper,Central,Regular Air,7.5
Adrian Shami,Low,Office Supplies,"Scissors, Rulers and Trimmers",West,Regular Air,3.98
Sharelle Roach,Low,Office Supplies,Envelopes,West,Regular Air,14.72
Max Ludwig,Low,Office Supplies,Labels,South,Regular Air,0.5
Helen Andreada,Critical,Technology,Office Machines,West,Regular Air,8.97
Eric Barreto,Critical,Technology,Computer Peripherals,West,Regular Air,5.99
Eric Barreto,Critical,Office Supplies,Paper,West,Regular Air,2.15
Cindy Chapman,Not Specified,Office Supplies,Paper,West,Regular Air,0.88
Michael Kennedy,Not Specified,Office Supplies,Binders and Binder Accessories,East,Regular Air,5.14
Tony Chapman,High,Office Supplies,Binders and Binder Accessories,East,Regular Air,2.99
Tony Chapman,High,Technology,Telephones and Communication,East,Regular Air,19.99
Bill Eplett,Medium,Technology,Telephones and Communication,East,Express Air,8.8
Bill Eplett,Medium,Technology,Computer Peripherals,Central,Regular Air,7.53
Bill Eplett,Medium,Furniture,Office Furnishings,Central,Regular Air,11.17
Bill Eplett,Medium,Office Supplies,Paper,Central,Regular Air,8.68
Paul Prost,Critical,Office Supplies,Appliances,South,Regular Air,3.99
Bryan Davis,Not Specified,Office Supplies,Labels,Central,Regular Air,0.99
Dorris Love,High,Office Supplies,Storage & Organization,East,Regular Air,6.64
Duane Noonan,Critical,Office Supplies,Paper,West,Express Air,5.94
Michelle Arnett,Medium,Office Supplies,Binders and Binder Accessories,Central,Regular Air,1.49
Michelle Arnett,Medium,Technology,Telephones and Communication,Central,Regular Air,3.99
Roy Skaria,High,Office Supplies,Paper,Central,Regular Air,8.73
Art Ferguson,Not Specified,Furniture,Office Furnishings,Central,Regular Air,3.73
Nora Price,Low,Office Supplies,Paper,South,Regular Air,9.54
Stewart Visinsky,Low,Office Supplies,Binders and Binder Accessories,East,Regular Air,5.41
Brenda Bowman,Critical,Furniture,Tables,East,Delivery Truck,40.19
Noel Staavos,Medium,Technology,Telephones and Communication,Central,Regular Air,4.99
Philip Brown,Critical,Furniture,Chairs & Chairmats,Central,Delivery Truck,58.92
Corey Lock,High,Technology,Office Machines,West,Regular Air,5.76
Eudokia Martin,Critical,Office Supplies,Binders and Binder Accessories,Central,Regular Air,19.99
Edward Nazzal,Medium,Office Supplies,Appliances,Central,Regular Air,19.99
Edward Nazzal,Medium,Office Supplies,Pens & Art Supplies,Central,Regular Air,7.49
Cari Sayre,High,Furniture,Office Furnishings,Central,Regular Air,19.99
Cari Sayre,High,Furniture,Tables,Central,Delivery Truck,51.92
Nora Paige,High,Office Supplies,Binders and Binder Accessories,West,Regular Air,6.07
Alejandro Grove,Low,Furniture,Chairs & Chairmats,East,Delivery Truck,43.32
Susan Pistek,Not Specified,Office Supplies,Binders and Binder Accessories,South,Regular Air,19.99
Mitch Willingham,Medium,Technology,Copiers and Fax,South,Express Air,11.64
Mitch Willingham,Medium,Furniture,Office Furnishings,South,Regular Air,19.99
Mitch Willingham,Medium,Technology,Telephones and Communication,South,Regular Air,5
Juliana Krohn,Critical,Office Supplies,Envelopes,West,Regular Air,4.8
Paul MacIntyre,Not Specified,Office Supplies,Appliances,Central,Regular Air,49
Paul MacIntyre,Not Specified,Furniture,Chairs & Chairmats,Central,Delivery Truck,64.73
Christopher Schild,Critical,Office Supplies,Appliances,Central,Regular Air,13.32
Brenda Bowman,Critical,Technology,Computer Peripherals,East,Regular Air,4
Eric Hoffmann,Critical,Furniture,Office Furnishings,South,Regular Air,11.1
Clytie Kelty,Medium,Office Supplies,Paper,East,Regular Air,5.79
Jenna Caffey,Critical,Office Supplies,Appliances,West,Regular Air,4.62
Jenna Caffey,Critical,Office Supplies,Labels,West,Regular Air,0.5
Jenna Caffey,Critical,Office Supplies,Pens & Art Supplies,West,Regular Air,1.22
Odella Nelson,High,Office Supplies,Pens & Art Supplies,East,Regular Air,8.99
Odella Nelson,High,Office Supplies,Rubber Bands,East,Regular Air,1.35
Steve Nguyen,Not Specified,Office Supplies,Paper,East,Regular Air,5.09
Steve Nguyen,Not Specified,Office Supplies,Pens & Art Supplies,East,Regular Air,0.7
Steve Nguyen,Not Specified,Office Supplies,Pens & Art Supplies,East,Regular Air,0.7
Steve Nguyen,Not Specified,Office Supplies,Storage & Organization,East,Express Air,19.99
Joy Smith,High,Furniture,Chairs & Chairmats,Central,Delivery Truck,74.35
Joy Smith,High,Furniture,Chairs & Chairmats,Central,Delivery Truck,64.73
Joy Smith,High,Office Supplies,Paper,Central,Regular Air,5.08
Joy Smith,High,Office Supplies,Storage & Organization,Central,Regular Air,19.99
Joy Smith,High,Technology,Computer Peripherals,Central,Regular Air,7.18
Joy Smith,High,Technology,Office Machines,Central,Regular Air,7.51
Joy Smith,High,Office Supplies,Paper,Central,Regular Air,1.97
Anthony Johnson,Medium,Office Supplies,Binders and Binder Accessories,Central,Regular Air,8.49
Anthony Johnson,Medium,Furniture,Office Furnishings,Central,Regular Air,6.22
Sanjit Chand,High,Furniture,Office Furnishings,Central,Regular Air,7.58
Sanjit Chand,High,Furniture,Tables,Central,Delivery Truck,56.2
Gary Hwang,Medium,Furniture,Chairs & Chairmats,South,Delivery Truck,70.2
Dan Campbell,Not Specified,Office Supplies,Binders and Binder Accessories,West,Regular Air,2.99
Marina Lichtenstein,Medium,Office Supplies,Envelopes,Central,Regular Air,5.25
